Gene	S1	S2	S3	S4	S5	S6	S7	S8
BTF3P8	0.104461	0.0	0.0	0.0	0.0892511	0.0860327	0.112704	0.105086
BTF3P9	5.70332	0.207444	5.30585	2.56017	3.86377	3.12058	1.38806	2.40802
BTG1	343.295	393.493	422.004	534.772	394.519	582.83	441.852	661.796
BTG1P1	2.59545	3.4715	3.78471	2.72955	2.39768	1.60476	2.92501	2.01315
BTG2	15.0757	21.1508	13.2744	26.4489	17.6179	26.4492	18.8288	45.6774
BTG3	0.182021	0.580115	0.808082	0.265268	1.17777	0.330433	0.604129	0.460014
BTG3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTG4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTLA	1.13358	3.0503	4.14187	1.82866	1.40815	2.03416	0.495637	1.95328
BTN1A1	0.111707	0.0607817	0.0	0.051204	0.0125884	0.0	0.0751821	0.0477057
BTN1A1P1	0.0	0.416398	0.278409	0.754053	0.0	0.0	0.0	1.30374
BTN2A1	2.358955	2.310775	1.8580050000000001	2.187855	1.466297	1.9885199999999998	2.75013	2.892815
BTN2A2	0.318561	0.303621	0.095155	0.32348	0.437407	0.11107	0.486765	0.335023
BTN2A3P	0.0471178	0.283912	0.209025	0.0277514	0.0	0.041748	0.256255	0.0
BTN3A1	2.54643	1.3909850000000001	2.1596450000000003	1.882725	1.81144	2.180835	3.035055	1.67895
BTN3A2	1.0355249999999998	0.900867	1.57195	2.207595	2.58753	2.5225850000000003	2.735575	2.10704
BTN3A3	0.506172	1.0088325	0.9033945	0.7880315	0.9491434999999999	1.27357	1.3765	1.85147
BTNL10	0.0	0.055762	0.09842	0.032211	0.16299249999999998	0.0	0.0	0.214508
BTNL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTNL8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTNL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTRC	0.0774755	0.141798	0.1991055	0.3471725	0.30509200000000003	0.560993	0.142259	0.7348165
BUB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUB1B	0.0	0.0	0.0	0.0	0.04344395	0.0	0.0	0.0
BUB1B-PAK6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUB1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUB3	28.98995	28.41805	23.79238	26.3925	31.8279	38.77575	38.19655	57.69605
BUB3P1	0.203072	0.0	0.0	0.0414805	0.0804684	0.0	0.0	0.078846
BUD13	0.1475705	0.18067	0.0	0.0	0.2506905	0.0	0.0	0.0
BUD13P1	0.0	0.0	0.137755	0.341137	0.0	0.0477858	0.0	0.172533
BUD23	0.442644	0.01531	0.747284	1.09303	0.42747	0.440658	0.484789	0.596274
BUD31	1.05172	0.659405	2.44842	2.8155200000000002	0.642134	0.866408	1.3468715	0.670405
BUD31P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUD31P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BVES	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BYSL	0.711429	0.080873	0.4481075	0.8090045	0.526196	0.793222	0.5684445	1.0560105
BZW1	1.1670500000000001	1.631785	2.088735	1.625695	1.2928449999999998	0.9668884999999999	1.383705	1.37766
BZW1P1	0.0	0.0	0.101335	0.0	0.0628679	0.0	0.0	0.0304666
BZW1P2	9.16089	18.5353	21.3134	12.5049	13.4286	18.5733	12.707	27.1009
BZW2	0.244253	0.0265062	0.0373044	0.723661	0.156609	0.259914	0.0124581	1.00759e-07
C10orf105	0.0076384	0.0	0.0	0.0	0.0529506	0.0487545	0.0629735	0.0
C10orf120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf143	0.0941642	0.646149	0.31068	0.531477	0.031123	0.921828	0.60465	1.14232
C10orf53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf55	0.0737327	0.106293	0.141832	0.416368	0.162945	0.175692	0.122357	0.138716
C10orf67	0.0	0.01126205	0.0	0.0	0.0	0.0	0.0192701	0.0
C10orf71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf88	0.00238914	2.10361	0.501309	1.8436	1.88159	3.13941	2.13103	0.698076
C10orf88B	1.5879475	1.366145	0.3353035	0.7118819999999999	0.8256874999999999	1.1894845	0.9178884999999999	1.1868684999999999
C10orf90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf95	6.90361	9.9794	5.95542	7.76993	5.59348	8.24728	6.31975	13.715
C10orf99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf1	4.091575	6.3174624999999995	4.877961	5.49138	3.68013	5.7630445	3.4363365	5.6759585
C11orf16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf21	0.122485	0.989295	0.461284	1.05875	2.42688	2.93108	0.554258	1.21957
C11orf24	0.407198	0.7949655	0.3854835	0.440253	0.4451305	0.2017335	0.797327	0.5673535
C11orf45	0.0	0.0	0.487448	0.252885	0.0728829	0.0	0.0	0.745932
C11orf49	0.2490215	0.2911825	0.4570575	0.6939774999999999	0.347773	0.422313	0.415857	0.415791
C11orf52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf54	0.412644	0.2498165	0.733415	0.541326	0.6087605	0.695738	0.756467	0.486231
C11orf58	1.72622	1.33291	0.968975	2.73246	1.14635	3.1392	1.47916	2.43157
C11orf65	1.19301e-07	3.03904e-08	3.1119e-07	2.99439e-08	4.55012e-07	0.0886158	0.0333063	3.44044e-07
C11orf68	29.410565000000002	46.698269999999994	30.785550999999998	34.135565	32.14275	33.2205	32.024315	35.373115
C11orf71	3.45083	7.02185	2.699605	4.485595	2.962249	5.6367	3.00997	3.91568935
C11orf80	0.0	0.152705	0.313902	0.105303	0.277713	0.201492	0.0	0.0
C11orf86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf91	0.0	0.0	0.1320365	0.0	0.3061755	0.0	0.0	0.0
C11orf94	0.23471	0.344772	0.0	0.092019	0.0	0.210583	0.0	0.0548078
C11orf95	0.0	0.0	0.0	0.0	0.0	0.064419	0.0	0.064575
C11orf98	3.7306	2.45798	2.156015	4.363255	2.60924	3.225205	1.4053725000000001	2.8091004999999996
C11orf98P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C12orf29	0.388325	0.326741	0.468105	0.324146	0.0	0.175898	0.0423172	0.665431
C12orf4	0.1004055	0.3108696	0.3589135	0.21597149999999998	0.452583	0.0	0.070641	0.47886249999999997
C12orf40	0.0230315	0.0	0.087134	0.0535242	0.0951656	0.0	0.033912	0.0218761
C12orf42	0.149052	0.0	0.108694	0.238336	0.0	0.172826	0.20727	0.164105
C12orf43	0.673321	0.858847	1.04853	1.33113	1.26753	1.26597	1.94435	1.44705
C12orf45	0.239325	0.120188	0.127699	0.420433	0.2248	0.103512	0.380328	0.393041
C12orf50	0.0921415	0.107059	0.073478	0.1722635	0.1474365	0.1993745	0.1022815	0.04261155
C12orf54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C12orf56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C12orf57	3.921073	7.08772	3.8541849999999998	4.936813	3.4095834999999997	5.45196	4.1140865	5.1156239999999995
C12orf60	0.1000285	0.30332749999999997	0.1399341	0.3704215	0.4386245	0.4095105	0.17392590000000002	0.4539955
C12orf65	12.2846	12.5183	7.12831	11.8794	13.545	13.7879	11.1099	5.42781
C12orf66	0.750676	0.7190065000000001	0.7670809999999999	1.2858749999999999	1.042635	1.074691	1.140874	0.889983
C12orf73	1.3133755	0.8448405	0.8091835	1.3338999999999999	0.7300765	1.0158205	0.6793975	0.5211749999999999
C12orf75	0.132299	0.0	0.682564	0.276389	1.26778	0.0637628	2.04652	0.139869
C12orf76	1.74175	1.90875	1.06119	2.00883	2.00241	1.06334	1.50654	1.31179
C13orf42	0.0	0.0	0.0	0.0	0.02160435	0.01004135	0.0	0.01033935
C13orf46	0.410624	0.406745	0.129214	0.135468	0.407229	0.0920443	0.0	1.09794
C14orf119	145.088	158.577	142.06	132.788	140.448	143.179	141.598	143.805
C14orf132	0.0	0.674943	0.0	1.38258	0.0	0.469273	0.0	0.753177
C14orf177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf178	0.151251	0.0	0.268503	0.364738	0.0	0.0	0.0	0.472772
C14orf180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf28	0.286384	0.450536	0.673133	1.20266	1.21716	1.41109	0.43832	1.90276
C14orf39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf93	0.0	0.0	0.0901005	0.0	0.0	0.0	0.2402715	0.1321435
C15orf39	0.02100685	0.142673	0.0	0.0410324	0.053426	0.0785435	0.0885955	0.1782395
C15orf40	5.50994	2.7862	3.65196	4.30526	3.46233	4.44566	2.69703	2.56441
C15orf48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C15orf61	3.9416	2.22221	1.98887	1.82738	1.2943	2.03451	1.24112	1.60249
C15orf65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292912
C16orf46	0.0221489	0.492042	0.0497279	0.188531	0.0681254	0.0	0.0	0.0765587
C16orf70	0.3521785	0.5497540000000001	0.37840050000000003	0.8531584999999999	0.3053095	0.3811215	0.646074	0.6741600000000001
C16orf71	0.021359	0.051008	0.023328	0.04158145	0.0	0.0206478	0.02133495	0.08774725
C16orf72	3.2335	3.47838	5.4514	3.9448	3.51284	5.48222	5.05662	6.2746
C16orf74	0.4182965	0.2608655	0.23776150000000001	0.5616655	0.319867	0.4209735	0.0624915	0.726645
C16orf86	0.559084	0.764621	0.629038	0.0	0.0	0.501147	0.292723	0.473861
C16orf87	1.40587	0.784068	1.82682	0.171772	1.47392	0.799119	0.496291	0.576021
C16orf89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16orf90	0.0	0.0	0.0	0.11652	0.0	0.0	0.0	0.0
C16orf91	12.6127	11.1796	5.09613	9.8957	4.31577	4.4855	5.22437	6.53784
C16orf92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16orf95	0.36697005	0.162773	0.0	0.1414455	0.230586	0.1206377	0.3389715	0.0
C17orf100	0.87542	0.064972	0.3674535	0.1525445	0.67631	0.4472885	0.627885	0.754385
C17orf107	0.845093	0.289863	0.270894	0.426806	0.0	0.265481	0.0826079	0.0
C17orf114	0.5382704	0.59936	0.9106215000000001	0.935960575	0.64631	0.9802585	0.17292005	0.4820715
C17orf49	4.87445	2.55225	2.75247	3.32031	1.89214	5.27252	3.42881	2.34413
C17orf50	0.04976095	0.0	0.251878	0.4021255	0.052138165	0.796975	0.1282135	0.195474
C17orf58	0.805151	0.433484	0.708664	0.344873	0.729195	0.232593	0.97034	0.0
C17orf64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C17orf67	0.0	0.206793	0.03676495	0.0	0.075698	0.0	0.0	0.03823585
C17orf75	0.1626899	0.11316	0.0	0.40505	0.347878	0.2846195	0.29596900000000004	0.3338595
C17orf78	0.0	0.0	0.0848909	0.0	0.0	0.0	0.0271607	0.0107999
C17orf80	0.37187349999999997	0.6026085	0.8205880000000001	0.46309825000000004	0.5882855	0.703325	0.8281375	0.5426850000000001
C17orf97	0.1485053	0.0	0.02456365	0.0	0.0	0.0	0.0	0.0830387
C17orf98	0.0	0.0	0.0736735	0.145559	0.069536	0.0	0.0	0.0345691
C17orf99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C18orf21	3.63476	3.47787	1.37794	1.45417	3.26638	2.41418	1.92492	2.82826
C18orf25	0.548302	0.954263	0.411219	1.06567	0.34585	0.877302	0.451115	0.919531
C18orf32	4.2716899999999995	7.049519999999999	5.98616	7.756270000000001	5.402415	5.165315	7.6808499999999995	6.36852
C18orf54	0.086927	0.0	0.087571	0.0	0.0	0.0732795	0.00495667	0.0
C19orf12	3.04867	2.0344	3.17316	2.5471	2.05335	2.21039	1.84797	0.984209
C19orf18	0.0	0.308352	0.23727	0.27555	0.0888507	0.335563	0.272836	0.567104
C19orf25	1.729975	3.9815500000000004	2.4510449999999997	3.429565	2.85026	3.20805	1.13624	2.9079550000000003
C19orf33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C19orf38	0.093196	0.0	0.0	0.0	0.066479	0.0	0.0	0.067726
C19orf44	0.0	0.0	0.0	0.10458	0.0	0.0	1.47298e-05	0.0
C19orf47	0.0	0.116112	0.395451	0.537123	0.116831	0.0	0.875729	0.189363
C19orf48	0.053836	0.16573149999999998	0.173439	0.3498985	0.0	0.225556	0.1724875	0.32869899999999996
C19orf53	13.0429	7.71197	23.5919	12.0799	0.998294	14.242	11.8436	9.94646
C19orf54	0.0	0.0	0.0	0.12936	0.134513	0.0	0.0	0.203592
C19orf67	0.120167	0.0	0.1348953	0.260813	0.0890155	0.1055469	0.0696895	0.31242425
C19orf81	0.0503795	0.0	0.0	0.1015495	0.0	0.0	0.0638445	0.0
C19orf84	0.0	0.0	0.0	0.110109	0.106044	0.0	0.0656003	0.131875
C1D	1.4097499999999998	1.183729	2.142595	1.061655	1.271902	1.0081565	1.64649	1.4646985
C1DP1	0.0	0.0	0.0	0.0	0.711354	0.0	5.85212	4.08019
C1DP2	0.0	0.0	0.0	0.130759	0.0	0.0	0.0	0.0
C1DP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1DP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1DP5	1.90452	3.41368	0.283243	0.727856	1.22618	1.71746	1.04934	1.32285
C1GALT1	0.2610405	0.555588	1.093875	0.998978	0.376383	0.4935695	0.35080705	0.18020005
C1GALT1C1	0.0	3.67782	1.3498	2.2407	1.32735	4.08037	0.0	1.09942
C1GALT1P1	0.0	0.649614	0.155719	0.261928	0.363481	0.170655	0.132989	0.0
C1GALT1P2	0.0	0.0304152	0.0	0.0	0.0	0.0	0.0	0.0
C1GALT1P3	0.0	0.0	0.053974	0.0	0.0	0.0	0.0	0.0
C1QA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QBP	1.96559	0.86239	1.24568	0.997572	0.248065	0.981338	0.761776	0.955926
C1QBPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QBPP2	0.0	0.0	0.237628	0.0	0.252369	0.0477288	0.0890065	0.110189
C1QC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL3	0.0	0.0	0.0469322	0.0	0.0	0.177945	0.0	0.0
C1QTNF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF12	0.0	0.0	0.0	0.0430989	0.0	0.0	0.0	0.0
C1QTNF3	0.106007	0.203228	0.0823538	0.100535	0.0	0.22139	0.0	0.0
C1QTNF3-AMACR	1.03261	0.307025	0.367096	0.247021	0.141723	0.580403	0.29434	0.549721
C1QTNF4	0.0	0.0	0.0	0.0304876	0.0	0.0	0.0	0.0
C1QTNF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF6	0.43614849999999994	0.1056435	0.322164	0.5313555	0.6994150000000001	0.169575	0.5432485	0.22224475
C1QTNF7	0.0	1.594045e-09	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF9	0.010336650941319999	0.0380405001026575	0.0220554	0.0303393	0.040969152517205	0.04756815	0.072862	0.03405025070463
C1QTNF9B	0.0446152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1RL	0.509606	0.223031	0.0	0.24451	0.213864	0.313238	0.657658	0.340054
C1S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf100	0.0	0.0	0.0	0.0	0.0	0.0	0.121001	0.0
C1orf105	0.0	0.0	0.0	0.0556195	0.1482195	0.1777905	0.0667665	0.063698
C1orf109	0.495804	1.00472	0.35438	0.672517	0.565319	0.777573	0.650663	1.31946
C1orf112	0.4362905	0.47184499999999996	0.33093895	0.2566095	0.3303075	0.2662235	0.26353499999999996	0.154547
C1orf116	0.0	0.0	0.0	0.152675	0.0693319	0.0	0.00641082	0.0
C1orf122	1.49053	2.62657	1.42118	1.09491	0.732391	1.186	2.37585	2.55721
C1orf127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0603865
C1orf131	1.29013	0.849698	0.896155	1.28558	0.695007	1.70483	1.0918	1.33131
C1orf141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf146	0.142945	0.0410915	0.150781	0.439362	0.0473422	0.0890172	0.173841	0.278125
C1orf158	0.02959285	0.0262979	0.03123155	0.0	0.0293752	0.0	0.0	0.0
C1orf159	0.0	0.24358135000000003	0.03460955	0.01841735	0.0	0.22005750000000002	0.0825825	0.1172955
C1orf162	6.64537	22.563429999999997	5.32631	15.6452	6.188000000000001	20.432720000000003	6.95747	14.493715
C1orf167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf174	0.49481349999999996	0.383707	0.5202035	0.368649	0.5315775	0.37965699999999997	0.38284050000000003	0.5017395
C1orf185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf21	0.83633	0.82756	2.967115	0.56694	2.564828	0.94709	2.29235	0.753485
C1orf210	0.0	0.119222	0.00902892	0.0	0.0	0.0	0.0	0.0
C1orf216	0.1806265	0.3433135	0.1608185	0.50928	0.470001	0.317993	0.7704635000000001	0.621885
C1orf226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf35	0.6651480000000001	0.15420499999999998	0.426248	0.24545299999999998	0.340933	0.3039025	0.2522931	0.26139650000000003
C1orf43	1.3991850000000001	2.90293	3.112635	2.72038	2.344685	1.854005	1.8664934999999998	2.29954
C1orf50	2.3168615	0.0	1.816315	0.23449199999999998	3.4892325	0.778185	1.4750385	1.385062
C1orf52	2.56837	4.5162	2.39944	3.60757	2.43414	3.07548	2.75373	3.81552
C1orf53	0.333544	0.0	0.0	0.0	0.0	0.469568	0.0	0.0
C1orf54	1.37829405	3.873	1.96931	4.937645	1.84965	2.947315	1.797075	3.5640855
C1orf56	3.390156	3.042085	2.185825	3.804755	1.43376	3.81967	4.42535	4.994015
C1orf68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf74	1.80333	3.54955	2.20839	2.59337	1.63409	1.76487	1.44155	1.79774
C1orf87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf144	0.193475	0.184352	0.18014	0.177724	0.214737	0.166343	0.437562	0.53011
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf194	0.115435	0.121124	0.240521	0.326282	0.179854	0.210804	0.222984	0.279455
C20orf204	0.0	0.0	0.01128185	0.05132395	0.08754785	0.09238385	0.0	0.0
C20orf27	0.00473808	3.43411	0.899223	0.511487	0.86908	0.315202	0.508623	1.15254
C20orf96	7.77485e-07	0.1909005	0.0775565	0.1941435	0.0688285	0.2023645	0.13673	0.1294365
C21orf58	0.0	0.0	0.0812376	0.00409481	0.0	0.0830111	0.109596	0.0
C21orf62	0.0	0.0531284	0.0	0.0	0.0907161	0.0632171	0.0	0.0
C21orf91	6.4158	7.84339	8.2632	6.73888	6.9733	5.22595	6.2754	6.68476
C22orf15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C22orf23	0.0	0.0	0.0745204	0.0	0.0	0.0	0.0	0.0
C22orf39	15.292769999999999	14.758436849999999	13.9749675	11.1493045	13.007782500000001	12.883613500000001	11.97208	12.6317345
C22orf42	0.1119523	0.0	0.0	0.20308110000000001	0.243409	0.053203	0.0	0.26162805
C2CD2	0.0	0.128622	0.0	0.0266183	0.0	0.114981	0.0	0.0725455
C2CD2L	0.07154	0.22826244199999998	0.0270779	0.1194721102	0.0853665	0.0401427	3.706665e-06	4.30119e-10
C2CD3	0.0	0.155948	0.20500449999999998	0.18589250000000002	0.3631935	0.3472905	0.17595665	0.1795605
C2CD4A	0.131761	0.0802905	0.230409	0.311462	0.295804	0.087661	0.308354	0.213723
C2CD4D	2.72175	4.5357	6.70442	3.36727	7.55593	2.64598	5.82276	4.75208
C2CD5	0.0	0.0816162	0.0	0.200529	0.0	0.0	0.0	0.121065
C2CD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf15	0.0	0.8284095	0.1989695	0.41339400000000004	0.70402	0.4464767	0.454092	0.688735
C2orf16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf27A	0.0	0.278356	0.0	0.0296512	0.545018	0.843599	0.22324	0.195357
C2orf42	0.213324	0.278366	0.402412	0.822423	0.66839	0.229088	0.4969	1.04174
C2orf49	8.56797	9.09574	13.5089	13.3558	9.31169	7.89576	10.2324	13.5933
C2orf50	0.355831	0.0165554	0.0	0.326699	0.0	0.0	0.0	0.063592
C2orf68	1.267425	1.8318515	1.7341075	1.2987115	1.441288	1.1935390000000001	1.2618905	0.486791
C2orf69	0.333093	0.08795	0.0956251	0.451117	0.369011	0.0	0.0953066	0.816029
C2orf69P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf69P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf69P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf69P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf74	4.671445	4.37758	4.893045	6.067405	4.93364	7.651400000000001	5.676685	7.01135
C2orf76	0.275731	0.469863	0.243647	0.518585	0.416382	0.414281	0.456277	0.634033
C2orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf81	0.1880548	0.403329	0.0581716605	0.0	0.006727	0.0	0.25548150000000003	0.0224277
C2orf83	0.0	0.03430225	0.0	0.0	0.0	0.0	0.099199	0.03708935
C2orf88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3AR1	0.283445	0.0	0.0	0.0	0.0	0.0	0.353256	0.0
C3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf14	0.206494	0.00884855	0.0594808	0.0511758	0.35338	0.0	0.05936589373	0.02299405
C3orf18	0.079851	0.140163	0.101257	0.0	0.1378115	0.1097635	0.561686	0.0
C3orf20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf33	0.578235	0.120132	0.37756449999999997	0.18442	0.1839635	0.39233799999999996	0.26705100000000004	0.9105865000000001
C3orf38	2.6431	2.81877	3.3818	3.70478	2.39414	4.97604	3.01955	1.35245
C3orf49	0.0	0.0	0.263037	0.298316	0.0	0.0	2.24601e-06	0.0
C3orf49P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf52	0.0	0.04007125	0.0	0.0	0.0	0.08446575	0.00210959	0.047307
C3orf56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf62	0.35435	0.0	0.0	0.0	0.0	0.0	0.0	0.597772
C3orf80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf86	0.0	0.0	0.186773	0.0	0.0	0.0	0.0	0.0
C4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4BPA	0.083149	0.271599	0.1309525	0.656965	0.2076645	0.2001835	0.52226	0.246687
C4BPAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4BPAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4BPB	0.0	0.163571	0.0	0.0	0.0	0.0	0.0	0.0
C4B_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf19	0.0936285	0.30253512000000005	0.612595	0.39173808450000003	0.3953335	0.241682	0.40055100499999996	0.53054489
C4orf3	114.523	120.565	109.21	118.654	110.999	129.03	87.5352	98.4805
C4orf33	0.642004	0.0	0.271539	0.339876	0.139692	0.0650143	0.346593	0.282549
C4orf36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf46	0.524980831805	1.0268665000000001	1.17652	0.78298	0.92458000165587	0.949212137	0.654685	0.78713
C4orf47	0.0	0.0	0.0	0.113778	0.0	0.0	0.0613129	0.105625
C4orf48	3.8714	0.87659	4.5501	3.32565	5.01148	0.871473	4.88023	4.51824
C4orf50	0.0	0.0	0.00858501	0.00436512	0.00431581	0.0	0.00417247	0.00540496
C4orf51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5	0.0	0.221826	0.156849	0.1810095	0.30280799999999997	0.12074205	0.3618275	0.1289305
C5AR1	0.035805	0.1100975	0.278023	0.4077315	0.82733	0.2162840623	0.826503	0.24150570000000002
C5AR2	0.0	0.0	0.0	0.0	0.0381107	0.0	0.117041	0.0
C5orf15	0.1558545	2.701125	0.5653525	0.66294	0.0	1.8500750000000001	0.242247	3.69071
C5orf22	1.47257	3.02266	2.92912	4.11387	2.68015	2.88452	2.34248	1.43542
C5orf24	1.3845	0.400489	1.98973	0.607132	1.14106	1.41668	0.618619	1.25554
C5orf34	0.080708	0.0	0.0518495	0.2576105	0.4554415	0.41312	0.132579	0.16952899999999999
C5orf38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf47	0.0	0.0	0.0	0.0	0.0	0.00649818	0.0	0.0
C5orf49	0.0	0.268542	0.0	0.0	0.0	0.0368552	0.0	0.0
C5orf51	1.25486	0.905724	0.387021	1.35698	0.451822	0.436124	1.69037	0.602882
C5orf58	0.146945	0.0	0.394277	0.0413301	0.0595253	0.46657	0.0242431	0.0968746
C5orf60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
